no,type,data1,case1,case2,case3,case4,img
998,13,"듀피트렌 구축(Dupuytren's contracture)","덩어리가 만져짐, 손가락 운동장애","당뇨병, 알코올 의존성, 뇌전증","성형외과, 정형외과","듀피트렌,듀피트렌 병",13_11.jpg
999,13,"떨림, 진전(Tremor)","떨림(진전), 온몸이 떨림, 손떨림","파킨슨병, 이차성 파킨슨증, 비정형 파킨슨 증후군, 근육긴장이상증",신경과,수전증,13_12.jpg
1000,13,"레이노병(Raynaud'S Phenomenon)","저림, 궤양, 말초 통증, 손의 통증, 청색증, 사지의 창백한 현상","류마티스 관절염, 전신 홍반성 낭창, 수족냉증, 전신 경화증",류마티스내과,"레이노 증후군,레이노드증후군,레이노씨병,레이노이드 증상,레이노이드 증후군,레이노이드 질환",13_13.jpg
1001,13,"류마티스 관절염(Rheumatoid arthritis)","손마디가 뻣뻣해짐, 다발성 관절염, 관절통, 관절의 경직, 열감","패혈성 관절염, 골관절염, 소아 류마티스 관절염, 관절염",류마티스내과,"류마토이드관절염,류마토이드성관절염,류머토이드관절염,류머토이드성관절염,류머티스 관절염,류머티스관절,류머티스성 관절염",13_14.jpg
1002,13,"무좀(Tinea pedis)","피부소양감, 피부 각질, 물집, 발가락 사이 갈라짐, 발바닥 피부 두꺼워짐","조갑백선, 곰팡이 감염",피부과,"Athlete’s foot,발백선",13_15.jpg
1003,13,"무지(엄지)중수지관절측부인대손상(Gamekeeper's thumb)","손의 통증","방아쇠 수지","성형외과, 정형외과","skier thumb,무지중수지관절측부인대손상,사냥터지기무지,스키어 무지,스키어 엄지,엄지관절인대손상,엄지중수지관절측부인대손상",13_16.jpg
1004,13,"방아쇠 수지(Trigger finger)","손가락 운동장애, 손가락의 변형, 관절잡음, 손의 통증","듀피트렌 구축, 건초염","성형외과, 정형외과",,13_17.jpg
1005,13,"부가지(Accessory toe)","손발가락이 6개 이상","선천성 손 기형, 선천성 기형","성형외과, 소아정형외과","다지증,발가락 다지증,손가락 다지증",13_18.jpg
1006,13,"선천성 손 기형(Congenital hand anomaly)","다지증, 열수, 합지증, 손가락의 변형","방아쇠 수지, 부가지","성형외과, 정형외과, 소아정형외과","손기형,수부 기형,합지증,다지증,육손이,polydactyly,syndactyly,polysyndactyly",13_19.jpg
1007,13,"손목 수근관 증후군(Carpal tunnel syndrome)","손가락 힘이 약해짐, 감각 이상, 손의 통증, 저림",수족냉증,"신경과, 정형외과","손목굴 증후군,손목터널증후군,손저림증,수근관증,수근관증후군,터널증후군,팔목터널증후군",13_20.jpg
1008,13,"수부 습진(Hand Eczema)","열, 색소 침착, 소양감, 피부가 두꺼워짐, 피부균열, 물집","아토피성 피부염, 접촉 피부염, 피부염, 건선",피부과,"손 습진",13_21.jpg
1009,13,"수부 외상(Hand trauma)","손상 부위 출혈, 손가락의 변형, 손상부위 촉각 소실, 환부 부종","건초염, 건 손상, 압궤 손상","성형외과, 정형외과","손의 외상",13_22.jpg
1011,13,"조갑 이영양증(Nail dystrophy)","색깔이 퇴색해보임","조갑백선, 곰팡이 감염, 조갑주위염",피부과,"발톱이영양증,손톱이영양증",13_24.jpg
1012,13,"조갑백선(Tinea unguium)","손,발톱이 갈라짐",무좀,피부과,"onychomycosis,손발톱 무좀",13_25.jpg
1013,13,조갑주위염(Paronychia),"압통, 발적, 고름, 손,발톱이 두꺼워짐, 손,발톱이 갈라짐","조갑백선, 조갑 이영양증, 곰팡이 감염, 내향성 손발톱",피부과,생인손,13_26.jpg
1015,13,통풍(Gout),"발의 통증, 오한, 환부 부종, 무릎 부위 통증, 열","통풍성 관절염, 관절염",류마티스내과,,13_28.jpg
1016,13,"통풍성 관절염(gouty arthritis)","운동장애, 관절통, 관절염, 환부 통증",통풍,류마티스내과,"과요산성 관절염,urarthritis",13_29.jpg
1017,13,"티눈 및 굳은살(Corns and callosities)","피부 각질, 각질이 딱딱해짐",조갑백선,피부과,,13_30.jpg
1018,13,"한포진(Acute vesiculobullous hand eczema)",,"무좀, 천포창, 습진, 수부 습진",피부과,"급성 수포성 수부 습진",13_31.jpg
1019,14,"돌출입(Class II malocclusion)",,"수면 무호흡증, 턱관절 장애",,"부정교합,양악돌출증,상악돌출증,무턱",14_1.jpg
1020,14,"사각턱(Prominent mandible angle)",,"근육 긴장성 두통",성형외과,각진턱,14_2.jpg
1021,14,"주걱턱(Class III malocclusion)",,"수면 무호흡증, 턱관절 장애","성형외과, 치과","부정교합,양악돌출증,상악돌출증,무턱,돌출입",14_3.jpg
1022,15,"가진통(False labor)","비정상적인 진통, 불규칙적 진통","만기 정상 분만, 조산, 조기 진통",산부인과,,15_1.jpg
1023,15,"과립막 세포종(Granulosa cell tumor)","복부 통증, 복수, 비정상적 질출혈, 덩어리가 만져짐, 생식기 출혈, 무월경, 성조숙증","생식선 및 생식 세포의 신생물, 난소, 난관 이상, 난소의 양성 종양, 난소암",산부인과,,15_2.jpg
1024,15,난관수종(Hydrosalpinx),"골반 통증, 불임, 희발월경","난소, 난관 이상, 임질, 성병, 여성 불임, 골반 염증성 질환",산부인과,,15_3.jpg
1025,15,"대장암(Colon cancer)","복부 통증, 배변습관의 변화, 소화불량, 점액변, 혈변, 흑색변, 잔변감","대장의 양성 종양, 변비, 대장 용종","소화기내과, 종양내과, 방사선종양학과, 대장항문외과","결장암,대장악성종양,대장암종,대장의 악성신생물",15_4.jpg
1026,15,방광탈(Cystocele),"배뇨장애, 소변이 샘, 배뇨곤란","방광질 누공, 방광소장 누공, 요실금, 급성 방광염, 폐경, 복압성 요실금","비뇨의학과, 산부인과","방광낭류,방광류,방광탈출,방광탈출증",15_5.jpg
1027,15,변비(Constipation),"복부팽만감, 잔변감, 복부 통증, 항문 통증, 항문출혈","장폐색, 치핵, 고칼슘혈증, 위장관 기질 종양, 직장암, 대장암, 뇌하수체 기능부전","소화기내과, 노년내과, 소아소화기영양과",,15_6.jpg
1028,15,"변실금(Fecal incontinence)",변실금,"항문암, 회음 괴저, 혈관성 치매, 뇌경색, 치매","소화기내과, 대장항문외과",대변실금,15_7.jpg
1029,15,"세균성 이질(Shigellosis)","설사, 구토, 오심, 열, 복부 통증","패혈증, 요독증, 용혈성 요독 증후군",감염내과,"시겔라증,이질",15_8.jpg
1030,15,"아두골반 불균형(Cephalopelvic disproportion)","분만 지연, 활력징후 이상, 태아 심박동수 이상, 자궁 수축","난산, 신생아 가사",산부인과,,15_9.jpg
1031,15,요충증(Enterobiasis),"소양감, 대변에 벌레 관찰됨",스파르가눔증,감염내과,요충병,15_10.jpg
1033,15,"자궁 발육부전(Hypoplasia uteri)","어지러움, 두통, 희발월경, 무월경","희발월경, 난소, 난관 이상, 결핵, 무월경, 여성 불임",산부인과,,15_12.jpg
1035,15,"직장암(Rectal cancer)","배변습관의 변화, 변비, 설사, 혈변","항문 및 직장의 궤양, 직장의 양성 종양, 대장암, 대장의 양성 종양","종양내과, 방사선종양학과, 대장항문외과, 암병원","직장악성종양,직장암종",15_14.jpg
1036,15,"천추골 골절(sacral fracture)","골반 통증, 손상 부위 통증","병리적 골절, 대퇴 골절",정형외과,"엉덩이뼈 골절,골반뼈 골절",15_15.jpg
1038,15,"태반 유착증(Placenta Accreta)","비정상적 질출혈, 복부 통증","조산, 분만 후 출혈, 전치 태반, 태반 조기 박리",산부인과,"유착태반,태반유착",15_17.jpg
1039,15,"항문 누공(Anal fistula)","고름, 항문 통증, 열, 항문주위 염증","항문 주위 농양, 항문 및 직장의 궤양, 항문소양증, 항문 열구, 항문암","소화기내과, 대장항문외과",치루,15_18.jpg
1040,15,"항문 및 직장의 궤양(Ulcer of anus and rectum)","열, 설사, 잔변감, 오심, 복부 통증, 혈변","항문암, 대장암, 직장암, 항문 누공, 항문 열구, 항문 주위 농양, 치핵",소화기내과,,15_19.jpg
1041,15,"항문 열구(Anal fissure)","항문주위 염증, 항문 통증, 항문출혈","항문소양증, 항문 누공, 항문 주위 농양, 항문 및 직장의 궤양, 크론병, 변비, 항문암","소화기내과, 대장항문외과","치열,항문열창",15_20.jpg
1042,15,"항문 주위 농양(Perianal abscess)","고름, 항문주위 염증, 항문 통증, 열","항문암, 크론병, 항문소양증, 항문 및 직장의 궤양, 항문 누공, 항문 열구","소화기내과, 대장항문외과","항문농양,항문직장 고름집",15_21.jpg
1043,15,"항문 폐쇄증(Imperforate anus)",복부팽만감,"선천성 소장 결손, 폐쇄 및 협착",소아외과,"무공성 항문,쇄항,폐쇄성 항문",15_22.jpg
1044,15,항문소양증(Pruritusani),"소양감, 항문주위 염증, 발적","피부염, 소양증, 접촉 피부염","소화기내과, 피부과, 대장항문외과","항문가려움,항문가려움증,항문소양,항문소양감",15_23.jpg
1045,15,"항문암(Anal cancer)","항문출혈, 소양감, 고름, 변실금, 배변습관의 변화","항문 누공, 후천성 면역결핍증, 항문 및 직장의 궤양, 항문 주위 농양, 항문 열구, 치핵","종양내과, 방사선종양학과, 대장항문외과, 암병원","항문관암,항문악성종양,항문의 악성신생물",15_24.jpg
1046,16,"사춘기 조숙(Precocious puberty)","여: 8세 전 2차 성징, 남: 9세 전 2차 성징",비만,소아내분비대사과,"성조숙증,조발 사춘기",16_1.jpg
1048,16,"유관 확장증(Mammary duct ectasia)","유방 통증, 유방의 멍울","유방 농양, 유방암, 유방의 미세석회화, 유선염, 함몰 유두, 유방의 유선관 내 유두종",유방외과,"유관확장,유선도관확장,젖샘관 확장,젖샘관확장증",16_3.jpg
1049,16,"유방 농양(Abscess of breast)","발적, 유방 통증, 유방의 멍울, 열감","유방의 유선관 내 유두종, 유방의 섬유선종, 유선염",유방외과,,16_4.jpg
1054,16,"유방의 미세석회화(Microcalcification of breast)",무증상,유방암,유방외과,"유방 미세석회화,유방석회화,유방석회화증",16_9.jpg
1058,16,유방통(Mastodynia),"어깨의 통증, 팔의 통증, 방사통, 유방 통증","유방암, 유방의 섬유선종, 유방 종양, 유방의 엽상 종양",유방외과,"유방통증,젖가슴통증",16_13.jpg
1059,16,유선염(Mastitis),"유방 통증, 열, 오한","유방 농양",유방외과,,16_14.jpg
1060,16,파라핀종(Paraffinoma),"피부궤양, 피부소양감, 열감, 괴사, 환부 통증","피부염, 피부 농양",성형외과,,16_15.jpg
1061,16,"함몰 유두(Inverted nipple)",함몰유두,"유방암, 유방 종양, 결핵, 유관 확장증, 유방의 섬유선종, 유방의 엽상 종양, 유방 농양",성형외과,구융젖,16_16.jpg
1062,17,"RS바이러스 감염증(RS virus infection)","빈호흡, 열, 가래, 콧물, 청색증, 코막힘, 기침","폐렴, 급성 기관지염, 상기도 감염",감염내과,"RSV,RS바이러스,RS바이러스 감염,알에스바이러스,호흡기세포융합바이러스,호흡기세포융합바이러스 감염증",17_1.jpg
1063,17,괴혈병(scurvy),"철결핍성 빈혈, 출혈 경향성, 뼈의 변형, 식욕부진, 기운없음, 권태감",구루병,가정의학과,"비타민 C 부족증",17_2.jpg
1064,17,"구강암(Oral Cancer)","종양부위 부종, 치아 흔들림, 덩어리가 만져짐, 목의 통증, 구강궤양, 삼키기 곤란 , 턱의 통증, 감각 이상, 목소리 변화",타액선암,"종양내과, 방사선종양학과, 이비인후과, 치과, 구강악안면외과","oral cavity cancer,구강저암,설암,치은암,협부암",17_3.jpg
1065,17,"구개열(Cleft palate)","얼굴형태의 이상, 수유 곤란, 발음 이상, 치아발달장애, 청력장애","구순열, 급성 중이염",성형외과,"구개파열,구순구개열,입천장갈림증",17_4.jpg
1066,17,"구순열(Cleft lip)","치아발달장애, 발음 이상, 입술, 입천장의 기형, 수유 곤란, 얼굴형태의 이상",구개열,성형외과,"구순구개열,언청이,입술갈림증,토순",17_5.jpg
1067,17,구순염(Cheilitis),"입 주변 부종, 소양감, 입술 갈라짐",구순포진,피부과,,17_6.jpg
1068,17,"구순포진(Herpes labialis)","소양감, 피부색 변화, 물집, 작열감","대상포진, 헤르페스 바이러스 감염, 아토피성 피부염, 대상포진 후 신경통","감염내과, 피부과",입술포진,17_7.jpg
1069,17,"근단 주위 농양(Periapical abscess with sinus)","열, 이가 시림, 잇몸염증, 두통, 치근단 부위 부종","치아 우식증[충치], 치주 농양, 치근낭, 급성 치수염, 치은염",치과,"치근단 농양",17_8.jpg
1070,17,"급성 치수염(Acute pulpitis)",,"치주 농양, 치은염, 치조골염, 치아 우식증[충치], 만성 치주염",치과,,17_9.jpg
1071,17,"노화된 얼굴(Aging face)","볼이 처짐, 눈꺼풀 처짐증, 눈가 및 이마 주름, 이중턱, 아래 눈꺼풀이 불룩함, 볼, 눈주위 움푹 꺼짐, 코 옆과 입꼬리 주름","광선 각화증, 한관종, 비립종, 악성 흑색종",성형외과,"노안,늙은 얼굴,얼굴 노화",17_10.jpg
1072,17,"돌출입(Class II malocclusion)",,"턱관절 장애, 수면 무호흡증",,"부정교합,양악돌출증,상악돌출증,무턱",17_11.jpg
1073,17,"두경부암(Head and Neck Cancer)",,"비인두 종양, 타액선암, 구강암, 편도암, 갑상선암, 후두암","종양내과, 방사선종양학과, 성형외과, 이비인후과","구강암,부비동암,인두암,후두암,인후두암,혀암",17_12.jpg
1074,17,디프테리아(Diphtheritia),"빈맥, 기운없음, 기침, 콧물, 목의 통증, 열","해외여행 시 주의사항",감염내과,,17_13.jpg
1075,17,"만성 치주염(Chronic periodontitis)","고름, 치아 흔들림, 치아가 솟은 느낌, 치아 벌어짐, 구취, 잇몸염증, 치아 통증",당뇨병,치과,"잇몸병,치주염,풍치",17_14.jpg
1076,17,"매복 사랑니(Impacted teeth)","치아 통증, 입 주변 부종",치은염,치과,"매복 지치,매복치",17_15.jpg
1077,17,무치아증(Anodontia),"안면 변형, 저작장애","칸디다성 구내염",치과,"선천성 치아 결손,치아 결손,무치증",17_16.jpg
1078,17,"발육성 치성 낭종(Developmental odontogenic cysts)","신생아-백색의 결절, 입 주변 부종, 무증상",치근낭,치과,"발육성 치은낭종,치성 물혹,치성낭종,치은낭종",17_17.jpg
1079,17,"사각턱(Prominent mandible angle)",,"근육 긴장성 두통",성형외과,각진턱,17_18.jpg
1081,17,"설소대 단축증(Tongue tie)","수유 곤란, 구취, 혀끝이 w모양, 발음 이상","선천성 기형",이비인후과,"Ankyloglossia,단설소대증,설단축증,설소대 단축,설유착증",17_20.jpg
1082,17,설통(Glossodynia),"혀의 통증, 미각이상, 작열감","삼차 신경병증","이비인후과, 치과","설통증,혀의 통증,혀통증",17_21.jpg
1083,17,"성홍열(Scarlet fever)","편도선 비대, 열, 식욕부진, 구토, 딸기혀, 발진","풍진, 인후두염, 가와사키병, 홍역",어린이병원,"scarlatina,세균성 인후염",17_22.jpg
